title,university,date,authors,journal,citations,theme,topic_id,topic_probability
Entrepreneurship as the Unsung Hero during the Current COVID-19 Economic Crisis: Australian Perspectives,La Trobe University,2020-06-05,Alex Maritz; Áron Perényi; Gerrit A. de Waal; Christoph Buck,Sustainability,198,Marine_Naval,-1,0.08736501151777298
What is digital literacy? A comparative review of publications across three language contexts,Deakin University,2020-07-30,Luci Pangrazio; Anna-Lena Godhe; Alejo Ezequiel González López Ledesma,E-Learning and Digital Media,196,Marine_Naval,4,1.0
Impact of Internet use on economic well‐being of rural households: Evidence from China,Lincoln University,2020-02-05,Wanglin Ma; Peng Nie; Pei Zhang; Alan Renwick,Review of Development Economics,195,Marine_Naval,8,1.0
ChatGPT versus engineering education assessment: a multidisciplinary and multi-institutional benchmarking and analysis of this generative artificial intelligence tool to investigate assessment integrity,University of Wollongong,2023-05-26,Sasha Nikolic; Scott Daniel; Rezwanul Haque; Marina Belkina; Ghulam Mubashar Hassan,European Journal of Engineering Education,192,Marine_Naval,4,1.0
Ultra-High-Definition Low-Light Image Enhancement: A Benchmark and Transformer-Based Method,Australian National University,2023-06-26,Tao Wang; Kaihao Zhang; Tianrun Shen; Wenhan Luo; Björn Stenger,Proceedings of the AAAI Conference on Artificial Intelligence,191,Marine_Naval,1,1.0
Caring during COVID‐19: A gendered analysis of Australian university responses to managing remote working and caring responsibilities,University of Tasmania,2020-06-03,Meredith Nash; Brendan Churchill,Gender Work and Organization,189,Marine_Naval,4,0.3916135677048009
"The 15-minute city offers a new framework for sustainability, liveability, and health",Deakin University,2022-03-01,Zaheer Allam; Mark Nieuwenhuijsen; Didier Chabaud; Carlos Moreno,The Lancet Planetary Health,180,Marine_Naval,9,0.36384172064785075
Advances in Line-of-Sight Guidance for Path Following of Autonomous Marine Vehicles: An Overview,Swinburne University of Technology,2022-04-06,Nan Gu; Dan Wang; Zhouhua Peng; Jun Wang; Qing‐Long Han,IEEE Transactions on Systems Man and Cybernetics Systems,180,Marine_Naval,0,0.20579281838819038
"Post-lockdown SARS-CoV-2 nucleic acid screening in nearly ten million residents of Wuhan, China",La Trobe University,2020-11-20,Shiyi Cao; Yong Gan; Chao Wang; Max Bachmann; Shan-bo Wei,Nature Communications,179,Marine_Naval,10,0.6105355129034541
ACCESS-OM2 v1.0: a global ocean–sea ice model at three resolutions,Australian National University,2020-02-05,Andrew E. Kiss; Andrew McC. Hogg; Nicholas Hannah; Fabio Boeira Dias; Gary B. Brassington,Geoscientific model development,178,Marine_Naval,5,0.1365474099056997
A Hollow and Compressible 3D Photothermal Evaporator for Highly Efficient Solar Steam Generation without Energy Loss,University of South Australia,2021-03-02,Ting Gao; Xuan Wu; Yida Wang; Gary Owens; Haolan Xu,Solar RRL,178,Marine_Naval,3,1.0
"Introducing the Bacterial and Viral Bioinformatics Resource Center (BV-BRC): a resource combining PATRIC, IRD and ViPR",University of Auckland,2022-11-09,Robert Olson; Rida Assaf; Thomas Brettin; Neal Conrad; Clark Cucinell,Nucleic Acids Research,783,Space_Aerospace,1,0.38643773207287985
Beyond panic buying: consumption displacement and COVID-19,University of Canterbury,2020-07-17,C. Michael Hall; Girish Prayag; Peter Fieger; David Dyason,Journal of service management,357,Space_Aerospace,-1,0.3395206641072033
Twelve tips for rapidly migrating to online learning during the COVID-19 pandemic,Australian National University,2020-04-29,John Sandars; Raquel Correia; Mary E. W. Dankbaar; Peter de Jong; Poh Sun Goh,MedEdPublish,229,Space_Aerospace,4,1.0
Conversing with Copilot: Exploring Prompt Engineering for Solving CS1 Problems Using Natural Language,University of Auckland,2023-03-02,Paul Denny; Viraj Kumar; Nasser Giacaman,,194,Space_Aerospace,4,1.0
Adversarial Camouflage: Hiding Physical-World Attacks With Natural Styles,Swinburne University of Technology,2020-06-01,Ranjie Duan; Xingjun Ma; Yisen Wang; James Bailey; A. K. Qin,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),189,Space_Aerospace,1,0.914985592694643
Artificial Intelligence Technologies and Related Urban Planning and Development Concepts: How Are They Perceived and Utilized in Australia?,Queensland University of Technology,2020-12-01,Tan Yiğitcanlar; Nayomi Kankanamge; Massimo Regona; Andrés A. Maldonado; Bridget Rowan,Journal of Open Innovation Technology Market and Complexity,177,Space_Aerospace,7,1.0
Are We Approaching Peak Meat Consumption? Analysis of Meat Consumption from 2000 to 2019 in 35 Countries and Its Relationship to Gross Domestic Product,Curtin University,2021-12-06,Clare Whitton; Diana Bogueva; Дора Маринова; Clive Phillips,Animals,172,Space_Aerospace,8,1.0
The SCIP Optimization Suite 7.0,Monash University,2020-03-30,Gerald Gamrath; Daniel Anderson; Ksenia Bestuzheva; Wei‐Kun Chen; Leon Eifler,,171,Space_Aerospace,0,0.07568638512319938
Learning from natural sediments to tackle microplastics challenges: A multidisciplinary perspective,Deakin University,2022-04-05,Kryss Waldschläger; Muriel Brückner; Bethanie Carney Almroth; Christopher Hackney; Tanveer M. Adyel,Earth-Science Reviews,169,Space_Aerospace,-1,0.06966558152543426
How Are Smart City Concepts and Technologies Perceived and Utilized? A Systematic Geo-Twitter Analysis of Smart Cities in Australia,Queensland University of Technology,2020-05-20,Tan Yiğitcanlar; Nayomi Kankanamge; Karen Vella,Journal of Urban Technology,165,Space_Aerospace,7,1.0
"Partnerships, Processes, and Outcomes: A Health Equity–Focused Scoping Meta-Review of Community-Engaged Scholarship",University of Waikato,2020-01-10,Kasim Ortiz; Jacob L Nash; Logan Shea; John Oetzel; Justin Garoutte,Annual Review of Public Health,161,Space_Aerospace,-1,0.2005653988528636
Automating the Analysis of Fish Abundance Using Object Detection: Optimizing Animal Ecology With Deep Learning,Griffith University,2020-06-05,Ellen M. Ditria; Sebastian Lopez‐Marcano; Michael Sievers; Eric L. Jinks; Christopher J. Brown,Frontiers in Marine Science,154,Space_Aerospace,1,1.0
Long-term spatio-temporal precipitation variations in China with precipitation surface interpolated by ANUSPLIN,Australian National University,2020-01-09,Binbin Guo; Jing Zhang; Xianyong Meng; Tingbao Xu; Yongyu Song,Scientific Reports,153,Space_Aerospace,5,0.22328087875910693
Qualitative research: extending the range with flexible pattern matching,University of Auckland,2021-02-01,Ricarda B. Bouncken; Yixin Qiu; Noemi Sinkovics; Wolfgang Kürsten,Review of Managerial Science,153,Space_Aerospace,-1,0.25980499513829786
Perinatal Distress During COVID-19: Thematic Analysis of an Online Parenting Forum,Monash University,2020-08-18,Bonnie R Chivers; Rhonda Garad; Jacqueline Boyle; Helen Skouteris; Helena Teede,Journal of Medical Internet Research,151,Space_Aerospace,10,1.0
Cyberspace and cityscapes: on the emergence of platform urbanism,Monash University,2020-01-29,Jathan Sadowski,Urban Geography,150,Space_Aerospace,7,1.0
The Water Planetary Boundary: Interrogation and Revision,Australian National University,2020-03-01,Tom Gleeson; Lan Wang‐Erlandsson; Samuel C. Zipper; Miina Porkka; Fernando Jaramillo,One Earth,149,Space_Aerospace,9,1.0
Big Data and Machine Learning With Hyperspectral Information in Agriculture,University of the Sunshine Coast,2021-01-01,Li-Minn Ang; Jasmine Kah Phooi Seng,IEEE Access,148,Space_Aerospace,1,1.0
Designing Deep-Based Learning Flood Forecast Model With ConvLSTM Hybrid Algorithm,University of Southern Queensland,2021-01-01,Mohammed Moishin; Ravinesh C. Deo; Ramendra Prasad; Nawin Raj; Shahab Abdulla,IEEE Access,147,Space_Aerospace,1,1.0
Moving beyond the incorrect but useful paradigm: reevaluating big-leaf and multilayer plant canopies to model biosphere-atmosphere fluxes – a review,Australian National University,2021-04-29,Gordon B. Bonan; Edward G. Patton; John Finnigan; Dennis Baldocchi; Ian N. Harman,Agricultural and Forest Meteorology,146,Space_Aerospace,5,1.0
Food Insecurity and Child Development: A State-of-the-Art Review,Queensland University of Technology,2021-08-26,Danielle Gallegos; Areana Eivers; Peter Sondergeld; C. Pattinson,International Journal of Environmental Research and Public Health,144,Space_Aerospace,8,1.0
"Wild Meat Is Still on the Menu: Progress in Wild Meat Research, Policy, and Practice from 2002 to 2020",James Cook University,2021-08-20,Daniel J. Ingram; Lauren Coad; E.J. Milner‐Gulland; Luke Parry; David Wilkie,Annual Review of Environment and Resources,142,Space_Aerospace,8,0.6343322331173408
Severe climate change risks to food security and nutrition,Lincoln University,2022-12-30,Alisher Mirzabaev; Rachel Bezner Kerr; Toshihiro Hasegawa; Prajal Pradhan; Anita Wreford,Climate Risk Management,142,Space_Aerospace,8,1.0
Greenhouse Gas Emissions Trends and Mitigation Measures in Australian Agriculture Sector—A Review,Central Queensland University,2021-01-20,Heena Panchasara; Nahidul Hoque Samrat; Nahina Islam,Agriculture,141,Space_Aerospace,8,0.10204667250346819
Digital divide framework: online learning in developing countries during the COVID-19 lockdown,Massey University,2021-09-23,Anuradha Mathrani; Tarushikha Sarvesh; Rahila Umer,Globalisation Societies and Education,141,Space_Aerospace,4,1.0
Combating Urban Heat Island Effect—A Review of Reflective Pavements and Tree Shading Strategies,Curtin University,2021-03-03,Venkata Ravi Sankar Cheela; Michele John; Wahidul K. Biswas; Prabir Kumar Sarker,Buildings,139,Space_Aerospace,-1,0.10362188936385947
Spatial flood susceptibility mapping using an explainable artificial intelligence (XAI) model,University of Technology Sydney,2023-04-28,Biswajeet Pradhan; Saro Lee; Abhirup Dikshit; Hyesu Kim,Geoscience Frontiers,137,Space_Aerospace,1,1.0
Enhancing supply chain performance using RFID technology and decision support systems in the industry 4.0–A systematic literature review,University of Technology Sydney,2022-05-31,Bhuvan Unhelkar; S. K. Joshi; Manu Sharma; Shiv Prakash; Ashwin Krishna Mani,International Journal of Information Management Data Insights,134,Space_Aerospace,-1,0.14358514232336858
The imbalance of food and biofuel markets amid Ukraine-Russia crisis: A systems thinking perspective,Edith Cowan University,2022-06-01,Zahra Shams Esfandabadi; Meisam Ranjbari; Simone Domenico Scagnelli,Biofuel Research Journal,133,Space_Aerospace,8,0.3333303574839457
"Urban heat mitigation by green and blue infrastructure: Drivers, effectiveness, and future needs",Curtin University,2024-02-07,Prashant Kumar; Sisay E. Debele; Soheila Khalili; Christos Halios; Jeetendra Sahani,The Innovation,132,Space_Aerospace,-1,0.10459028387092552
Nitrogen cycling and microbial cooperation in the terrestrial subsurface,University of Auckland,2022-08-08,Olivia E. Mosley; Emilie Gios; Murray E. Close; Louise Weaver; Chris Daughney,The ISME Journal,131,Space_Aerospace,-1,0.05516734823037408
A Review of Spectral Indices for Mangrove Remote Sensing,Monash University,2022-09-29,Thuong V. Tran; Ruth Reef; Xuan Zhu,Remote Sensing,131,Space_Aerospace,6,0.3613544406080094
Research on the spatial differences of pollution-intensive industry transfer under the environmental regulation in China,Macquarie University,2021-06-28,Shuke Fu; Zhuo Ma; Bing Ni; Jiachao Peng; Lijing Zhang,Ecological Indicators,127,Space_Aerospace,9,1.0
Communicating Scientific Uncertainty in an Age of COVID-19: An Investigation into the Use of Preprints by Digital Media Outlets,Queensland University of Technology,2021-01-03,Alice Fleerackers; Michelle Riedlinger; Laura Moorhead; Rukhsana Ahmed; Juan Pablo Alperín,Health Communication,126,Space_Aerospace,10,0.5162891767229243
Preparations for and practices of online education during the Covid-19 pandemic: A study of Bangladesh and Nepal,Monash University,2021-07-28,Sagun Shrestha; Saifa Haque; Saraswati Dawadi; Ram Ashish Giri,Education and Information Technologies,124,Space_Aerospace,4,1.0
Removing Raindrops and Rain Streaks in One Go,University of Technology Sydney,2021-06-01,Ruijie Quan; Xin Yu; Yuanzhi Liang; Yi Yang,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),124,Space_Aerospace,1,0.745187805424641
Explainable depression detection with multi-aspect features using a hybrid deep learning model on social media,University of Technology Sydney,2022-01-01,Hamad Zogan; Imran Razzak; Xianzhi Wang; Shoaib Jameel; Guandong Xu,World Wide Web,120,Space_Aerospace,1,0.5647284533915137
Potential sources and occurrence of macro-plastics and microplastics pollution in farmland soils: A typical case of China,Murdoch University,2023-09-23,Siyang Ren; Kai Wang; Jinrui Zhang; Jinɡjinɡ Li; Hanyue Zhang,Critical Reviews in Environmental Science and Technology,120,Space_Aerospace,-1,0.06894331909396736
The Drone Revolution of Shark Science: A Review,Southern Cross University,2021-01-21,Paul A. Butcher; Andrew P. Colefax; Robert Gorkin; Stephen M. Kajiura; Naima A Rodríguez López,Drones,119,Space_Aerospace,1,1.0
CerebelluMorphic: Large-Scale Neuromorphic Model and Architecture for Supervised Motor Learning,James Cook University,2021-02-23,Shuangming Yang; Jiang Wang; Nan Zhang; Bin Deng; Yanwei Pang,IEEE Transactions on Neural Networks and Learning Systems,118,Space_Aerospace,1,0.38238246525618336
"A Review on Evapotranspiration Estimation in Agricultural Water Management: Past, Present, and Future",Curtin University,2022-07-08,Susantha Wanniarachchi; Ranjan Sarukkalige,Hydrology,117,Space_Aerospace,1,1.0
Augmented reality and the enhancement of memorable tourism experiences at heritage sites,Griffith University,2022-02-02,Shan Jiang; Brent Moyle; Ryan Yung; Tao Li; Noel Scott,Current Issues in Tourism,110,Space_Aerospace,-1,0.4536880738097784
Remote-Sensing Data and Deep-Learning Techniques in Crop Mapping and Yield Prediction: A Systematic Review,University of Technology Sydney,2023-04-11,Abhasha Joshi; Biswajeet Pradhan; Shilpa Gite; Subrata Chakraborty,Remote Sensing,108,Space_Aerospace,1,1.0
Effects of sustainable agricultural practices on farm income and food security in northern Ghana,Lincoln University,2022-03-15,Edinam Dope Setsoafia; Wanglin Ma; Alan Renwick,Agricultural and Food Economics,106,Space_Aerospace,8,1.0
The role of inputs of marine wrack and carrion in sandy‐beach ecosystems: a global review,Edith Cowan University,2022-08-11,Glenn A. Hyndes; Emma L. Berdan; Cristián Duarte; Jenifer E. Dugan; Kyle A. Emery,Biological reviews/Biological reviews of the Cambridge Philosophical Society,104,Space_Aerospace,6,1.0
Does stakeholder participation improve environmental governance? Evidence from a meta-analysis of 305 case studies,University of Canterbury,2023-06-08,Jens Newig; Nicolas W. Jager; Edward Challies; Elisa Kochskämper,Global Environmental Change,104,Space_Aerospace,9,1.0
Indigenous oyster fisheries persisted for millennia and should inform future management,Monash University,2022-05-03,Leslie Reeder-Myers; Todd J. Braje; Courtney A. Hofman; Emma A. Elliott Smith; Carey J. Garland,Nature Communications,102,Space_Aerospace,6,0.643640652710206
