title,university,date,authors,journal,citations,theme
Automating the Analysis of Fish Abundance Using Object Detection: Optimizing Animal Ecology With Deep Learning,Griffith University,2020-06-05,Ellen M. Ditria; Sebastian Lopez‐Marcano; Michael Sievers; Eric L. Jinks; Christopher J. Brown,Frontiers in Marine Science,154,Space_Aerospace
Long-term spatio-temporal precipitation variations in China with precipitation surface interpolated by ANUSPLIN,Australian National University,2020-01-09,Binbin Guo; Jing Zhang; Xianyong Meng; Tingbao Xu; Yongyu Song,Scientific Reports,153,Space_Aerospace
Qualitative research: extending the range with flexible pattern matching,University of Auckland,2021-02-01,Ricarda B. Bouncken; Yixin Qiu; Noemi Sinkovics; Wolfgang Kürsten,Review of Managerial Science,153,Space_Aerospace
Perinatal Distress During COVID-19: Thematic Analysis of an Online Parenting Forum,Monash University,2020-08-18,Bonnie R Chivers; Rhonda Garad; Jacqueline Boyle; Helen Skouteris; Helena Teede,Journal of Medical Internet Research,151,Space_Aerospace
Cyberspace and cityscapes: on the emergence of platform urbanism,Monash University,2020-01-29,Jathan Sadowski,Urban Geography,150,Space_Aerospace
The Water Planetary Boundary: Interrogation and Revision,Australian National University,2020-03-01,Tom Gleeson; Lan Wang‐Erlandsson; Samuel C. Zipper; Miina Porkka; Fernando Jaramillo,One Earth,149,Space_Aerospace
Big Data and Machine Learning With Hyperspectral Information in Agriculture,University of the Sunshine Coast,2021-01-01,Li-Minn Ang; Jasmine Kah Phooi Seng,IEEE Access,148,Space_Aerospace
Designing Deep-Based Learning Flood Forecast Model With ConvLSTM Hybrid Algorithm,University of Southern Queensland,2021-01-01,Mohammed Moishin; Ravinesh C. Deo; Ramendra Prasad; Nawin Raj; Shahab Abdulla,IEEE Access,147,Space_Aerospace
Moving beyond the incorrect but useful paradigm: reevaluating big-leaf and multilayer plant canopies to model biosphere-atmosphere fluxes – a review,Australian National University,2021-04-29,Gordon B. Bonan; Edward G. Patton; John Finnigan; Dennis Baldocchi; Ian N. Harman,Agricultural and Forest Meteorology,146,Space_Aerospace
Food Insecurity and Child Development: A State-of-the-Art Review,Queensland University of Technology,2021-08-26,Danielle Gallegos; Areana Eivers; Peter Sondergeld; C. Pattinson,International Journal of Environmental Research and Public Health,144,Space_Aerospace
"Wild Meat Is Still on the Menu: Progress in Wild Meat Research, Policy, and Practice from 2002 to 2020",James Cook University,2021-08-20,Daniel J. Ingram; Lauren Coad; E.J. Milner‐Gulland; Luke Parry; David Wilkie,Annual Review of Environment and Resources,142,Space_Aerospace
Severe climate change risks to food security and nutrition,Lincoln University,2022-12-30,Alisher Mirzabaev; Rachel Bezner Kerr; Toshihiro Hasegawa; Prajal Pradhan; Anita Wreford,Climate Risk Management,142,Space_Aerospace
Greenhouse Gas Emissions Trends and Mitigation Measures in Australian Agriculture Sector—A Review,Central Queensland University,2021-01-20,Heena Panchasara; Nahidul Hoque Samrat; Nahina Islam,Agriculture,141,Space_Aerospace
Digital divide framework: online learning in developing countries during the COVID-19 lockdown,Massey University,2021-09-23,Anuradha Mathrani; Tarushikha Sarvesh; Rahila Umer,Globalisation Societies and Education,141,Space_Aerospace
Combating Urban Heat Island Effect—A Review of Reflective Pavements and Tree Shading Strategies,Curtin University,2021-03-03,Venkata Ravi Sankar Cheela; Michele John; Wahidul K. Biswas; Prabir Kumar Sarker,Buildings,139,Space_Aerospace
Spatial flood susceptibility mapping using an explainable artificial intelligence (XAI) model,University of Technology Sydney,2023-04-28,Biswajeet Pradhan; Saro Lee; Abhirup Dikshit; Hyesu Kim,Geoscience Frontiers,137,Space_Aerospace
Enhancing supply chain performance using RFID technology and decision support systems in the industry 4.0–A systematic literature review,University of Technology Sydney,2022-05-31,Bhuvan Unhelkar; S. K. Joshi; Manu Sharma; Shiv Prakash; Ashwin Krishna Mani,International Journal of Information Management Data Insights,134,Space_Aerospace
The imbalance of food and biofuel markets amid Ukraine-Russia crisis: A systems thinking perspective,Edith Cowan University,2022-06-01,Zahra Shams Esfandabadi; Meisam Ranjbari; Simone Domenico Scagnelli,Biofuel Research Journal,133,Space_Aerospace
"Urban heat mitigation by green and blue infrastructure: Drivers, effectiveness, and future needs",Curtin University,2024-02-07,Prashant Kumar; Sisay E. Debele; Soheila Khalili; Christos Halios; Jeetendra Sahani,The Innovation,132,Space_Aerospace
Nitrogen cycling and microbial cooperation in the terrestrial subsurface,University of Auckland,2022-08-08,Olivia E. Mosley; Emilie Gios; Murray E. Close; Louise Weaver; Chris Daughney,The ISME Journal,131,Space_Aerospace
A Review of Spectral Indices for Mangrove Remote Sensing,Monash University,2022-09-29,Thuong V. Tran; Ruth Reef; Xuan Zhu,Remote Sensing,131,Space_Aerospace
Research on the spatial differences of pollution-intensive industry transfer under the environmental regulation in China,Macquarie University,2021-06-28,Shuke Fu; Zhuo Ma; Bing Ni; Jiachao Peng; Lijing Zhang,Ecological Indicators,127,Space_Aerospace
Communicating Scientific Uncertainty in an Age of COVID-19: An Investigation into the Use of Preprints by Digital Media Outlets,Queensland University of Technology,2021-01-03,Alice Fleerackers; Michelle Riedlinger; Laura Moorhead; Rukhsana Ahmed; Juan Pablo Alperín,Health Communication,126,Space_Aerospace
Preparations for and practices of online education during the Covid-19 pandemic: A study of Bangladesh and Nepal,Monash University,2021-07-28,Sagun Shrestha; Saifa Haque; Saraswati Dawadi; Ram Ashish Giri,Education and Information Technologies,124,Space_Aerospace
Removing Raindrops and Rain Streaks in One Go,University of Technology Sydney,2021-06-01,Ruijie Quan; Xin Yu; Yuanzhi Liang; Yi Yang,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),124,Space_Aerospace
Explainable depression detection with multi-aspect features using a hybrid deep learning model on social media,University of Technology Sydney,2022-01-01,Hamad Zogan; Imran Razzak; Xianzhi Wang; Shoaib Jameel; Guandong Xu,World Wide Web,120,Space_Aerospace
Potential sources and occurrence of macro-plastics and microplastics pollution in farmland soils: A typical case of China,Murdoch University,2023-09-23,Siyang Ren; Kai Wang; Jinrui Zhang; Jinɡjinɡ Li; Hanyue Zhang,Critical Reviews in Environmental Science and Technology,120,Space_Aerospace
The Drone Revolution of Shark Science: A Review,Southern Cross University,2021-01-21,Paul A. Butcher; Andrew P. Colefax; Robert Gorkin; Stephen M. Kajiura; Naima A Rodríguez López,Drones,119,Space_Aerospace
CerebelluMorphic: Large-Scale Neuromorphic Model and Architecture for Supervised Motor Learning,James Cook University,2021-02-23,Shuangming Yang; Jiang Wang; Nan Zhang; Bin Deng; Yanwei Pang,IEEE Transactions on Neural Networks and Learning Systems,118,Space_Aerospace
"A Review on Evapotranspiration Estimation in Agricultural Water Management: Past, Present, and Future",Curtin University,2022-07-08,Susantha Wanniarachchi; Ranjan Sarukkalige,Hydrology,117,Space_Aerospace
Augmented reality and the enhancement of memorable tourism experiences at heritage sites,Griffith University,2022-02-02,Shan Jiang; Brent Moyle; Ryan Yung; Tao Li; Noel Scott,Current Issues in Tourism,110,Space_Aerospace
Remote-Sensing Data and Deep-Learning Techniques in Crop Mapping and Yield Prediction: A Systematic Review,University of Technology Sydney,2023-04-11,Abhasha Joshi; Biswajeet Pradhan; Shilpa Gite; Subrata Chakraborty,Remote Sensing,108,Space_Aerospace
Effects of sustainable agricultural practices on farm income and food security in northern Ghana,Lincoln University,2022-03-15,Edinam Dope Setsoafia; Wanglin Ma; Alan Renwick,Agricultural and Food Economics,106,Space_Aerospace
The role of inputs of marine wrack and carrion in sandy‐beach ecosystems: a global review,Edith Cowan University,2022-08-11,Glenn A. Hyndes; Emma L. Berdan; Cristián Duarte; Jenifer E. Dugan; Kyle A. Emery,Biological reviews/Biological reviews of the Cambridge Philosophical Society,104,Space_Aerospace
Does stakeholder participation improve environmental governance? Evidence from a meta-analysis of 305 case studies,University of Canterbury,2023-06-08,Jens Newig; Nicolas W. Jager; Edward Challies; Elisa Kochskämper,Global Environmental Change,104,Space_Aerospace
Indigenous oyster fisheries persisted for millennia and should inform future management,Monash University,2022-05-03,Leslie Reeder-Myers; Todd J. Braje; Courtney A. Hofman; Emma A. Elliott Smith; Carey J. Garland,Nature Communications,102,Space_Aerospace
National CO<sub>2</sub> budgets (2015–2020) inferred from atmospheric CO<sub>2</sub> observations in support of the global stocktake,University of Wollongong,2023-03-07,Brendan Byrne; D. F. Baker; Sourish Basu; Michael Bertolacci; K. W. Bowman,Earth system science data,101,Space_Aerospace
Predicting Canopy Chlorophyll Content in Sugarcane Crops Using Machine Learning Algorithms and Spectral Vegetation Indices Derived from UAV Multispectral Imagery,Queensland University of Technology,2022-02-25,A. Narmilan; Felipé Gonzalez; Arachchige Surantha Ashan Salgadoe; U. W. L. M. Kumarasiri; H. A. S. Weerasinghe,Remote Sensing,99,Space_Aerospace
"Floods and diarrheal morbidity: Evidence on the relationship, effect modifiers, and attributable risk from Sichuan Province, China",Monash University,2022-07-24,Tianjiao Lan; Y. Hu; Liang Cheng; Lingwei Chen; Xujing Guan,Journal of Global Health,97,Space_Aerospace
Marine natural products,Griffith University,2024-01-01,Anthony R. Carroll; Brent R. Copp; Tanja Grkovic; Robert A. Keyzers; Michèle R. Prinsep,Natural Product Reports,97,Space_Aerospace
The Metaverse as a Virtual Form of Data-Driven Smart Urbanism: On Post-Pandemic Governance through the Prism of the Logic of Surveillance Capitalism,Deakin University,2022-05-31,Simon Elias Bibri; Zaheer Allam,Smart Cities,96,Space_Aerospace
What are the real environmental impacts of Antarctic tourism? Unveiling their importance through a comprehensive meta-analysis,University of Canterbury,2022-02-09,Pablo Tejedo; Javier Benayas del Álamo; Daniela Cajiao; Yu‐Fai Leung; Daniela De Filippo,Journal of Environmental Management,95,Space_Aerospace
Land use for bioenergy: Synergies and trade-offs between sustainable development goals,University of New England,2022-04-07,Ivan Vera; Birka Wicke; Patrick Lamers; Annette Cowie; Anna Repo,Renewable and Sustainable Energy Reviews,89,Space_Aerospace
Mapping the planet’s critical natural assets,University of Tasmania,2022-11-28,Rebecca Chaplin‐Kramer; Rachel Neugarten; Richard Sharp; Pamela Collins; Stephen Polasky,Nature Ecology & Evolution,86,Space_Aerospace
"Waste-derived nanobiochar: A new avenue towards sustainable agriculture, environment, and circular bioeconomy",University of Tasmania,2023-09-07,Md. Nasir Hossain Sani; Mehedi Amin; AB Siddique; Saifullah Omar Nasif; Bhim Bahadur Ghaley,The Science of The Total Environment,86,Space_Aerospace
Computer vision and deep learning for fish classification in underwater habitats: A survey,James Cook University,2022-04-15,Alzayat Saleh; Marcus Sheaves; Mostafa Rahimi Azghadi,Fish and Fisheries,81,Space_Aerospace
The rise of AI urbanism in post-smart cities: A critical commentary on urban artificial intelligence,University of Wollongong,2023-11-13,Federico Cugurullo; Federico Caprotti; Matthew Cook; Andrew Karvonen; Pauline Mc̱Guirk,Urban Studies,76,Space_Aerospace
Digital Health Interventions to Improve Access to and Quality of Primary Health Care Services: A Scoping Review,Griffith University,2023-09-28,Daniel Erku; Resham B. Khatri; Aklilu Endalamaw; Eskinder Wolka; Frehiwot Nigatu,International Journal of Environmental Research and Public Health,73,Space_Aerospace
Introduction to the Special Issue of “TikTok and Social Movements”,Curtin University,2023-01-01,Jin Lee; Crystal Abidin,Social Media + Society,71,Space_Aerospace
Challenges and opportunities for grassland restoration: A global perspective of best practices in the era of climate change,Queensland University of Technology,2023-08-22,Kelly G. Lyons; Péter Török; Julia‐Maria Hermann; Kathrin Kiehl; Anita Kirmer,Global Ecology and Conservation,66,Space_Aerospace
How to measure light pollution—A systematic review of methods and applications,Massey University,2023-02-17,Susan Mander; Fakhrul Alam; Ruggiero Lovreglio; Melanie Po‐Leen Ooi,Sustainable Cities and Society,65,Space_Aerospace
"Global Burden of Lumpy Skin Disease, Outbreaks, and Future Challenges",Murdoch University,2023-08-31,Mahfuza Akther; S Akter; Subir Sarker; Joshua W. Aleri; Henry Annandale,Viruses,65,Space_Aerospace
Record-high Antarctic Peninsula temperatures and surface melt in February 2022: a compound event with an intense atmospheric river,Victoria University of Wellington,2023-12-04,Irina Gorodetskaya; Claudio Durán-Alarcón; Sergi González; Kyle R. Clem; Xun Zou,npj Climate and Atmospheric Science,65,Space_Aerospace
"The impact of climate policy on U.S. environmentally friendly firms: A firm-level examination of stock return, volatility, volume, and connectedness",Massey University,2023-02-10,Linh Pham; Wei Hao; Ha Truong; Hai Hong Trinh,Energy Economics,60,Space_Aerospace
Market reaction to the Russian Ukrainian war: a global analysis of the banking industry,University of Auckland,2023-01-18,Sabri Boubaker; N G U Y E N Nguyen; Vu Quang Trinh; Thanh Nguyen Vu,Review of Accounting and Finance,59,Space_Aerospace
A Review on UAV-Based Applications for Plant Disease Detection and Monitoring,University of Southern Queensland,2023-08-31,Louis Kouadio; Moussa El Jarroudi; Zineb Belabess; Salah‐Eddine Laasli; Md Zohurul Kadir Roni,Remote Sensing,59,Space_Aerospace
Determinants of continuance intention to use food delivery apps: findings from PLS and fsQCA,Edith Cowan University,2023-06-16,Behzad Foroughi; Elaheh Yadegaridehkordi; Mohammad Iranmanesh; Teerachart Sukcharoen; Morteza Ghobakhlo,International Journal of Contemporary Hospitality Management,57,Space_Aerospace
Indigenous Peoples’ lands are threatened by industrial development; conversion risk assessment reveals need to support Indigenous stewardship,Charles Darwin University,2023-08-01,Christina M. Kennedy; Brandie Fariss; James R. Oakleaf; Stephen T. Garnett; Álvaro Fernández‐Llamazares,One Earth,57,Space_Aerospace
